source,target,weight
MCO,TUS,29.0
MCO,VPS,136.0
MCO,BIS,1.0
MCO,BQK,4.0
MCO,CSG,2.0
MCO,HSV,4122.0
MCO,TLH,99.0
MCO,VLD,6.0
MCO,RDM,1.0
MCO,PBI,1496.0
MCO,ABE,1.0
MCO,JAN,2725.0
MCO,LCH,1.0
MCO,LFT,1535.0
MCO,MOB,12.0
MCO,ABY,2.0
MCO,AVL,4278.0
MCO,BMI,4239.0
MCO,CHA,1.0
MCO,DAB,323.0
MCO,FAY,2.0
MCO,GSO,4805.0
MCO,GSP,1924.0
MCO,LEX,3.0
MCO,ORF,14191.0
MCO,TYS,828.0
MCO,ABQ,2145.0
MCO,BTV,1651.0
MCO,CAK,9133.0
MCO,ELM,1.0
MCO,ISP,39215.0
MCO,MSN,2243.0
MCO,PWM,6590.0
MCO,RIC,22698.0
MCO,ROC,9256.0
MCO,SWF,5934.0
MCO,CID,2.0
MCO,BZN,1.0
MCO,MBS,1.0
MCO,ACY,24811.0
MCO,AEX,1.0
MCO,AGS,4.0
MCO,CRW,2.0
MCO,DAY,2.0
MCO,DHN,1.0
MCO,EVV,1.0
MCO,GNV,156.0
MCO,GRB,580.0
MCO,MGM,4.0
MCO,MLB,349.0
MCO,RST,2.0
MCO,SGF,1.0
MCO,SRQ,448.0
MCO,TTN,15342.0
MCO,XNA,3.0
MCO,CWA,1.0
MCO,ERI,1.0
MCO,ORH,5898.0
MCO,SBA,38.0
MCO,PSM,2679.0
MCO,LBE,11270.0
MDW,MEM,12514.0
MDW,MHT,18013.0
MDW,MKE,445.0
MDW,MSP,70123.0
MDW,MSY,28878.0
MDW,OAK,28047.0
MDW,ONT,11034.0
MDW,PDX,12484.0
MDW,PHX,70379.0
MDW,PNS,1628.0
MDW,PSP,1.0
MDW,RDU,28125.0
MDW,RNO,6257.0
MDW,RSW,33893.0
MDW,SAN,38207.0
MDW,SDF,21157.0
MDW,SEA,21017.0
MDW,SFO,17608.0
MDW,SJC,15966.0
MDW,SLC,19444.0
MDW,SMF,12765.0
MDW,SNA,179.0
MDW,STL,45667.0
MDW,TPA,46046.0
MDW,TUL,114.0
MDW,TUS,10349.0
MDW,VPS,1.0
MDW,PBI,236.0
MDW,BMI,28.0
MDW,GSO,1.0
MDW,GSP,178.0
MDW,LEX,1.0
MDW,ORF,12168.0
MDW,TYS,2.0
MDW,ABQ,14977.0
MDW,CAK,3.0
MDW,ISP,73.0
MDW,MSN,25.0
MDW,PWM,511.0
MDW,RIC,29.0
MDW,ROC,42.0
MDW,SWF,1.0
MDW,CID,6.0
MDW,MLI,8.0
MDW,SBN,45.0
MDW,CIU,1.0
MDW,FNT,3.0
MDW,PLN,1.0
MDW,ATW,11.0
MDW,CRW,1.0
MDW,DAY,6.0
MDW,EVV,2.0
MDW,FWA,13.0
MDW,GRB,6.0
MDW,LAN,6.0
MDW,PIA,15.0
MDW,RST,2.0
MDW,XNA,1.0
MDW,CWA,1.0
MDW,DLH,1.0
MDW,GFK,1.0
MEM,MHT,5.0
MEM,MKE,14.0
MEM,MSP,12814.0
MEM,MSY,884.0
MEM,MTJ,4.0
MEM,OAK,306.0
MEM,ONT,10.0
MEM,PDX,1.0
MEM,PHX,11524.0
MEM,PNS,9.0
MEM,PSP,1.0
MEM,RDU,31.0
MEM,RNO,2.0
MEM,RSW,3.0
MEM,SAN,32.0
MEM,SDF,48.0
MEM,SEA,5.0
MEM,SFO,2.0
MEM,SJC,39.0
MEM,SLC,14.0
MEM,SMF,44.0
MEM,SNA,1.0
MEM,STL,105.0
MEM,TPA,6836.0
MEM,TUL,29.0
MEM,TUS,2.0
MEM,VPS,832.0
MEM,BQK,1.0
MEM,HSV,35.0
MEM,TLH,3.0
MEM,RDM,2.0
MEM,PBI,4.0
MEM,FSM,4.0
MEM,JAN,181.0
MEM,LCH,2.0
MEM,LFT,2.0
MEM,MLU,4.0
MEM,MOB,11.0
MEM,ABY,1.0
MEM,AVL,8.0
MEM,CHA,46.0
MEM,FAY,1.0
MEM,GSO,4.0
MEM,GSP,8.0
MEM,LEX,13.0
MEM,ORF,18.0
MEM,TYS,91.0
MEM,ABQ,10.0
MEM,BGR,1.0
MEM,BTV,1.0
MEM,CAK,1.0
MEM,ISP,2.0
MEM,MSN,1.0
MEM,PWM,1.0
MEM,RIC,5.0
MEM,ROC,7.0
MEM,LAW,1.0
MEM,TXK,1.0
MEM,CRW,2.0
MEM,DAY,2.0
MEM,EVV,11.0
MEM,FWA,1.0
MEM,GLH,1.0
MEM,GTR,33.0
MEM,LAN,1.0
MEM,MGM,15.0
MEM,SGF,17.0
MEM,SRQ,1.0
MEM,TRI,5.0
MEM,XNA,41.0
MEM,ERI,1.0
MEM,COU,1.0
MEM,MEI,3.0
MEM,PAH,1.0
MEM,SBY,1.0
MEM,ELD,2.0
MEM,SWO,1.0
MFE,MKE,1.0
MFE,MSY,1.0
MFE,MTJ,1.0
MFE,SEA,52.0
MFE,SLC,2.0
MFE,STL,1.0
MFE,TUS,2.0
MFE,CLL,1.0
MFE,ACT,1.0
MFE,GSO,1.0
MFE,ABQ,2.0
MFE,SBN,1.0
MFE,BRO,74.0
MFE,SBP,1.0
MFE,VCT,1.0
MFR,OAK,6.0
MFR,PDX,17644.0
MFR,PHX,4460.0
MFR,PSP,1.0
MFR,RNO,12.0
MFR,SAN,2.0
MFR,SEA,24835.0
MFR,SFO,14294.0
MFR,SJC,14.0
MFR,SLC,8600.0
MFR,SMF,45.0
MFR,SNA,1.0
MFR,EUG,134.0
MFR,MSO,4.0
MFR,RDD,5.0
MFR,RDM,61.0
MFR,ABQ,2.0
MFR,MSN,1.0
MFR,BZN,1.0
MFR,PSC,3.0
MFR,HLN,1.0
MFR,SGF,1.0
MFR,LWS,1.0
MFR,BFL,1.0
MFR,STS,5.0
MFR,ACV,9.0
MFR,OTH,4.0
MFR,EAT,1.0
MHT,MKE,59.0
MHT,MSP,42.0
MHT,MSY,44.0
MHT,OAK,11.0
MHT,ONT,5.0
MHT,PDX,1.0
MHT,PHX,50.0
MHT,RDU,55.0
MHT,RNO,19.0
MHT,RSW,31.0
MHT,SAN,13.0
MHT,SDF,50.0
MHT,SEA,7.0
MHT,SFO,7.0
MHT,SJC,3.0
MHT,SLC,9.0
MHT,SMF,23.0
MHT,STL,39.0
MHT,TPA,10587.0
MHT,TUS,4.0
MHT,PBI,48.0
MHT,AVL,2.0
MHT,GSO,1.0
MHT,ORF,46.0
MHT,TYS,1.0
MHT,ABQ,30.0
MHT,ACK,1.0
MHT,BGR,17.0
MHT,BTV,58.0
MHT,HVN,1.0
MHT,ISP,6.0
MHT,OGS,1.0
MHT,PBG,1.0
MHT,PWM,121.0
MHT,RIC,3.0
MHT,ROC,10.0
MHT,ATW,1.0
MHT,CHO,2.0
MHT,OAJ,1.0
MHT,XNA,1.0
MHT,ORH,1.0
MHT,LEB,2.0
MKE,MSP,42072.0
MKE,MSY,358.0
MKE,OAK,299.0
MKE,ONT,9.0
MKE,PDX,114.0
MKE,PHX,41235.0
MKE,PNS,37.0
MKE,PSP,5.0
MKE,RAP,1.0
MKE,RDU,1367.0
MKE,RNO,52.0
MKE,RSW,15718.0
MKE,SAN,1441.0
MKE,SDF,11.0
MKE,SEA,15491.0
MKE,SFO,1767.0
MKE,SJC,189.0
MKE,SLC,6319.0
MKE,SMF,79.0
MKE,SNA,63.0
MKE,STL,14078.0
MKE,TPA,17816.0
MKE,TUL,13.0
MKE,TUS,29.0
MKE,FSD,2.0
MKE,HSV,1.0
MKE,RDM,1.0
MKE,PBI,72.0
MKE,JAN,1.0
MKE,MLU,1.0
MKE,BMI,8.0
MKE,CHA,2.0
MKE,GSP,57.0
MKE,ORF,46.0
MKE,TYS,6.0
MKE,ABQ,70.0
MKE,BGR,1.0
MKE,BTV,1.0
MKE,CAK,2.0
MKE,ISP,5.0
MKE,MSN,559.0
MKE,PWM,4.0
MKE,RIC,42.0
MKE,ROC,14.0
MKE,CID,12.0
MKE,MLI,9.0
MKE,BZN,1.0
MKE,PSC,1.0
MKE,SBN,15.0
MKE,MBS,1.0
MKE,PLN,1.0
MKE,ASE,1.0
MKE,ATW,195.0
MKE,DAY,2.0
MKE,EAU,4.0
MKE,FWA,5.0
MKE,GRB,239.0
MKE,LAN,5.0
MKE,LNK,2.0
MKE,MGM,1.0
MKE,PIA,8.0
MKE,RST,3.0
MKE,SGF,1.0
MKE,CWA,40.0
MKE,DLH,6.0
MKE,ESC,1.0
MKE,IMT,2.0
MKE,RHI,7.0
MKE,GFK,1.0
MKE,CMI,2.0
MKE,LSE,6.0
MKE,SPI,3.0
MKE,DBQ,2.0
MKE,TOL,1.0
MSP,MSY,19825.0
MSP,OAK,3500.0
MSP,ONT,100.0
MSP,PDX,57798.0
MSP,PHX,137928.0
MSP,PSP,9176.0
MSP,RAP,14528.0
MSP,RDU,23024.0
MSP,RNO,585.0
MSP,RSW,60788.0
MSP,SAN,59027.0
MSP,SDF,10999.0
MSP,SEA,107038.0
MSP,SFO,81045.0
MSP,SJC,16882.0
MSP,SLC,56719.0
MSP,SMF,20819.0
MSP,SNA,21824.0
MSP,STL,49233.0
MSP,TPA,45428.0
MSP,TUL,4986.0
MSP,TUS,5731.0
MSP,VPS,1.0
MSP,BIS,21277.0
MSP,FSD,24683.0
MSP,ISN,5135.0
MSP,MOT,15122.0
MSP,TLH,2.0
MSP,MSO,12637.0
MSP,RDM,1.0
MSP,PBI,287.0
MSP,ABE,1.0
MSP,MLU,1.0
MSP,BMI,3.0
MSP,CHA,6.0
MSP,DAB,1.0
MSP,GSO,1.0
MSP,GSP,4.0
MSP,LEX,2054.0
MSP,ORF,2680.0
MSP,TYS,3791.0
MSP,ABQ,5549.0
MSP,CAK,1.0
MSP,ELM,1.0
MSP,ISP,5.0
MSP,MSN,28143.0
MSP,PWM,1.0
MSP,RIC,8357.0
MSP,ROC,4920.0
MSP,CID,9610.0
MSP,MLI,3810.0
MSP,BZN,23614.0
MSP,PSC,6689.0
MSP,HLN,3620.0
MSP,SBN,5387.0
MSP,CIU,2941.0
MSP,FNT,1.0
MSP,MBS,2205.0
MSP,PLN,1.0
MSP,HDN,1398.0
MSP,ASE,272.0
MSP,ATW,12935.0
MSP,CHO,1.0
MSP,CRW,1.0
MSP,DAY,8335.0
MSP,EAU,19.0
MSP,FWA,2836.0
MSP,GNV,1.0
MSP,GRB,14404.0
MSP,GTR,1.0
MSP,IDA,176.0
MSP,LAN,2745.0
MSP,LNK,7696.0
MSP,PIA,2324.0
MSP,RST,11519.0
MSP,SGF,5.0
MSP,SRQ,177.0
MSP,TTN,2675.0
MSP,XNA,5303.0
MSP,CWA,7286.0
MSP,DLH,15891.0
MSP,IMT,2732.0
MSP,RHI,5766.0
MSP,SGU,1.0
MSP,GFK,15874.0
MSP,GTF,5314.0
MSP,SBA,977.0
MSP,COU,1.0
MSP,DIK,2.0
MSP,GCC,1.0
MSP,SUX,4.0
MSP,ABR,6127.0
MSP,BJI,6513.0
MSP,JMS,1.0
MSP,BRD,4731.0
MSP,HIB,3624.0
MSP,INL,3615.0
MSP,LSE,6364.0
MSP,SPI,1.0
MSP,DBQ,2.0
MSP,ALW,1.0
MSP,SUN,1.0
MSP,TOL,1.0
MSP,STS,1059.0
MSP,ALO,2.0
MSP,ACV,19.0
MSP,ATY,1.0
MSP,DVL,2.0
MSP,TVF,151.0
MSP,MKT,3.0
MSY,OAK,9749.0
MSY,ONT,80.0
MSY,PDX,114.0
MSY,PHX,11545.0
MSY,PNS,244.0
MSY,PSP,2.0
MSY,RDU,11294.0
MSY,RNO,123.0
MSY,RSW,26.0
MSY,SAN,9170.0
MSY,SDF,1110.0
MSY,SEA,16704.0
MSY,SFO,18061.0
MSY,SJC,982.0
MSY,SLC,9509.0
MSY,SMF,809.0
MSY,SNA,108.0
MSY,STL,14890.0
MSY,TPA,28623.0
MSY,TUL,159.0
MSY,TUS,34.0
MSY,VPS,67.0
MSY,BIS,1.0
MSY,MOT,1.0
MSY,HSV,13.0
MSY,TLH,11.0
MSY,PBI,22.0
MSY,ACT,1.0
MSY,FSM,1.0
MSY,JAN,195.0
MSY,LCH,20.0
MSY,LFT,226.0
MSY,MLU,31.0
MSY,MOB,139.0
MSY,AVL,1.0
MSY,CHA,3.0
MSY,DAB,1.0
MSY,GSO,1.0
MSY,GSP,88.0
MSY,LEX,2.0
MSY,ORF,24.0
MSY,TYS,10.0
MSY,ABQ,246.0
MSY,BTV,1.0
MSY,ISP,6.0
MSY,MSN,2.0
MSY,PWM,18.0
MSY,RIC,48.0
MSY,ROC,27.0
MSY,MLI,1.0
MSY,BZN,1.0
MSY,TXK,1.0
MSY,AEX,50.0
MSY,AGS,1.0
MSY,CHO,3.0
MSY,CRW,1.0
MSY,DHN,1.0
MSY,GNV,2.0
MSY,GRB,2.0
MSY,GTR,4.0
MSY,MGM,14.0
MSY,PIB,2.0
MSY,SGF,4.0
MSY,SRQ,1.0
MSY,XNA,3.0
MSY,DLH,3.0
MSY,BRO,2.0
MSY,GGG,1.0
MSY,SBP,1.0
MSY,MEI,2.0
MSY,CMI,1.0
MSY,TOL,1.0
MSY,BPT,1.0
MSY,TYR,1.0
MSY,BFM,5.0
MSY,SWO,1.0
MTJ,PDX,2.0
MTJ,PHX,1853.0
MTJ,SAF,6.0
MTJ,SFO,473.0
MTJ,SLC,93.0
MTJ,TUS,1.0
MTJ,ABQ,9.0
MTJ,BGR,7.0
MTJ,HDN,2.0
MTJ,ASE,18.0
MTJ,XNA,1.0
MTJ,COD,1.0
MTJ,TEX,37.0
MTJ,CEZ,2.0
OAK,ONT,50141.0
OAK,PDX,58563.0
OAK,PHX,69272.0
OAK,PNS,12.0
OAK,PSP,54.0
OAK,RDU,112.0
OAK,RNO,12338.0
OAK,RSW,57.0
OAK,SAN,85702.0
OAK,SDF,31.0
OAK,SEA,80486.0
OAK,SFO,4031.0
OAK,SJC,1945.0
OAK,SLC,51356.0
OAK,SMF,1006.0
OAK,SNA,57492.0
OAK,STL,8529.0
OAK,TPA,259.0
OAK,TUL,53.0
OAK,TUS,539.0
OAK,EUG,3214.0
OAK,MRY,3.0
OAK,MSO,803.0
OAK,RDD,1.0
OAK,RDM,1.0
OAK,PBI,18.0
OAK,MOB,1.0
OAK,GSP,2.0
OAK,ORF,44.0
OAK,ABQ,17483.0
OAK,CAK,1.0
OAK,ISP,3.0
OAK,RIC,101.0
OAK,BZN,1.0
OAK,PSC,1.0
OAK,BLI,5780.0
OAK,IDA,677.0
OAK,SBP,8.0
OAK,SBA,17.0
OAK,PAE,53.0
OAK,BFL,1.0
OAK,STS,69.0
OAK,MCE,1.0
OAK,CEC,4.0
ONT,PDX,20264.0
ONT,PHX,80132.0
ONT,PNS,5.0
ONT,PSP,398.0
ONT,RAP,1.0
ONT,RDU,21.0
ONT,RNO,293.0
ONT,SAF,1.0
ONT,SAN,674.0
ONT,SDF,19.0
ONT,SEA,29664.0
ONT,SFO,28495.0
ONT,SJC,31572.0
ONT,SLC,18042.0
ONT,SMF,52806.0
ONT,SNA,1239.0
ONT,STL,299.0
ONT,TPA,12.0
ONT,TUL,56.0
ONT,TUS,24.0
ONT,MRY,2.0
ONT,MSO,2.0
ONT,GSO,1.0
ONT,ORF,5.0
ONT,ABQ,305.0
ONT,BZN,4.0
ONT,DAY,1.0
ONT,SBP,12.0
ONT,SBA,35.0
ONT,BFL,13.0
ONT,MMH,1.0
PDX,PHX,87643.0
PDX,PSP,13745.0
PDX,RAP,5.0
PDX,RDU,123.0
PDX,RNO,13266.0
PDX,RSW,37.0
PDX,SAF,1.0
PDX,SAN,56374.0
PDX,SDF,66.0
PDX,SEA,118823.0
PDX,SFO,112290.0
PDX,SJC,74333.0
PDX,SLC,64263.0
PDX,SMF,50897.0
PDX,SNA,36099.0
PDX,STL,11094.0
PDX,TPA,211.0
PDX,TUL,25.0
PDX,TUS,4576.0
PDX,HSV,2.0
PDX,GRK,1.0
PDX,EUG,10492.0
PDX,MRY,1.0
PDX,MSO,4819.0
PDX,RDD,3.0
PDX,RDM,15000.0
PDX,ORF,4.0
PDX,TYS,1.0
PDX,ABQ,5042.0
PDX,MSN,1.0
PDX,RIC,2.0
PDX,ROC,207.0
PDX,CID,1.0
PDX,BZN,4999.0
PDX,PSC,99.0
PDX,PUW,4.0
PDX,YKM,9.0
PDX,BLI,11.0
PDX,HLN,3.0
PDX,SBN,1.0
PDX,ATW,1.0
PDX,DAY,2.0
PDX,IDA,3.0
PDX,LNK,1.0
PDX,SGF,2.0
PDX,XNA,1.0
PDX,BRO,1.0
PDX,SBP,2.0
PDX,GTF,17.0
PDX,SBA,4632.0
PDX,BTM,2.0
PDX,PAE,8596.0
PDX,LSE,2.0
PDX,HTS,1.0
PDX,ALW,21.0
PDX,LWS,71.0
PDX,PDT,121.0
PDX,PIH,1.0
PDX,SUN,2.0
PDX,TWF,2.0
PDX,BFL,1.0
PDX,STS,5889.0
PDX,ACV,5.0
PDX,OTH,20.0
PDX,EAT,5.0
PHX,PNS,21.0
PHX,PSP,24157.0
PHX,RAP,1069.0
PHX,RDU,16883.0
PHX,RNO,43908.0
PHX,ROW,3337.0
PHX,RSW,1576.0
PHX,SAF,5606.0
PHX,SAN,130526.0
PHX,SDF,8550.0
PHX,SEA,169190.0
PHX,SFO,101113.0
PHX,SJC,85639.0
PHX,SLC,109203.0
PHX,SMF,86307.0
PHX,SNA,101022.0
PHX,STL,50878.0
PHX,TPA,33099.0
PHX,TUL,12441.0
PHX,TUS,37172.0
PHX,VPS,1.0
PHX,FSD,4523.0
PHX,HSV,1.0
PHX,TLH,1.0
PHX,EUG,4505.0
PHX,MRY,14292.0
PHX,MSO,2.0
PHX,RDM,3902.0
PHX,PBI,20.0
PHX,LFT,1.0
PHX,AVL,3.0
PHX,BMI,1.0
PHX,CHA,1.0
PHX,GSO,1.0
PHX,GSP,28.0
PHX,LEX,1.0
PHX,ORF,584.0
PHX,TYS,1.0
PHX,ABQ,61233.0
PHX,BTV,1.0
PHX,CAK,1.0
PHX,ISP,69.0
PHX,MSN,2930.0
PHX,PWM,1.0
PHX,RIC,54.0
PHX,CID,183.0
PHX,BZN,22.0
PHX,PSC,1.0
PHX,SBN,2.0
PHX,AEX,1.0
PHX,AGS,1.0
PHX,ASE,1257.0
PHX,ATW,1.0
PHX,CHO,1.0
PHX,DAY,1.0
PHX,EWN,1.0
PHX,FWA,1.0
PHX,GRB,1.0
PHX,IDA,2.0
PHX,PIA,1.0
PHX,SGF,1.0
PHX,SRQ,1.0
PHX,XNA,3.0
PHX,CWA,1.0
PHX,SBP,15490.0
PHX,SGU,5905.0
PHX,GTF,2.0
PHX,SBA,18871.0
PHX,PAE,5400.0
PHX,SPI,1.0
PHX,LWS,1.0
PHX,PIH,1.0
PHX,SUN,3.0
PHX,WYS,1.0
PHX,BFL,12106.0
PHX,STS,4326.0
PHX,MHK,8.0
PHX,ACV,1.0
PHX,CEZ,34.0
PHX,PRC,21.0
PHX,PGA,5.0
PHX,SOW,81.0
PNS,RDU,21.0
PNS,RSW,20.0
PNS,SAN,10.0
PNS,SEA,5.0
PNS,SFO,3.0
PNS,SJC,5.0
PNS,STL,574.0
PNS,TPA,180.0
PNS,TUL,5.0
PNS,TUS,1.0
PNS,VPS,216.0
PNS,CSG,4.0
PNS,HSV,16.0
PNS,TLH,61.0
PNS,VLD,1.0
PNS,PBI,8.0
PNS,JAN,23.0
PNS,LCH,2.0
PNS,LFT,5.0
PNS,MLU,2.0
PNS,MOB,233.0
PNS,ABY,1.0
PNS,AVL,3.0
PNS,CHA,2.0
PNS,DAB,3.0
PNS,GSP,1.0
PNS,LEX,1.0
PNS,ORF,4.0
PNS,TYS,6.0
PNS,ABQ,24.0
PNS,CAK,1.0
PNS,MSN,1.0
PNS,AGS,1.0
PNS,DHN,9.0
PNS,GNV,8.0
PNS,GTR,1.0
PNS,MGM,23.0
PNS,OAJ,1.0
PNS,SRQ,2.0
PNS,MEI,2.0
PNS,CMI,1.0
PNS,BFM,8.0
PSP,RNO,7.0
PSP,RSW,3.0
PSP,SAF,2.0
PSP,SAN,599.0
PSP,SEA,32618.0
PSP,SFO,36358.0
PSP,SJC,70.0
PSP,SLC,9838.0
PSP,SMF,18.0
PSP,SNA,504.0
PSP,STL,1.0
PSP,TUS,22.0
PSP,CLL,1.0
PSP,MRY,1.0
PSP,MSO,1.0
PSP,RDM,1.0
PSP,ORF,4.0
PSP,ABQ,2.0
PSP,MSN,1.0
PSP,BZN,2.0
PSP,BLI,4485.0
PSP,ASE,2.0
PSP,OAJ,2.0
PSP,SBP,9.0
PSP,SGU,1.0
PSP,SBA,26.0
PSP,PAE,714.0
PSP,SUN,1.0
PSP,BFL,4.0
PSP,STS,4.0
PSP,MMH,2.0
PSP,PRC,1.0
PUB,SAF,1.0
PUB,ABQ,2.0
PUB,ALS,1.0
PUB,RKS,1.0
PUB,LBL,1.0
RAP,RNO,1.0
RAP,SEA,4.0
RAP,SFO,230.0
RAP,SJC,1.0
RAP,SLC,4782.0
RAP,SMF,2.0
RAP,STL,1.0
RAP,TUL,2.0
RAP,TUS,1.0
RAP,BIS,99.0
RAP,FSD,140.0
RAP,ISN,6.0
RAP,MOT,6.0
RAP,MRY,1.0
RAP,MSO,17.0
RAP,TYS,1.0
RAP,BFF,4.0
RAP,CDR,1.0
RAP,ABQ,4.0
RAP,MSN,2.0
RAP,CID,1.0
RAP,BZN,119.0
RAP,PSC,1.0
RAP,HLN,4.0
RAP,FNT,1.0
RAP,LAR,1.0
RAP,ASE,1.0
RAP,DAY,1.0
RAP,IDA,8.0
RAP,LNK,4.0
RAP,SGF,1.0
RAP,XNA,1.0
RAP,DLH,1.0
RAP,PIR,9.0
RAP,GFK,2.0
RAP,GTF,2.0
RAP,COD,16.0
RAP,DIK,19.0
RAP,GCC,10.0
RAP,GDV,1.0
RAP,SUX,7.0
RAP,ABR,5.0
RAP,WYS,1.0
RAP,CYS,2.0
RAP,EAR,1.0
RAP,SHR,1.0
RDU,RNO,21.0
RDU,RSW,1101.0
RDU,SAN,3357.0
RDU,SDF,66.0
RDU,SEA,18892.0
RDU,SFO,22914.0
RDU,SJC,519.0
RDU,SLC,9812.0
RDU,SMF,104.0
RDU,SNA,29.0
RDU,STL,14740.0
RDU,TPA,30573.0
RDU,TUL,40.0
RDU,TUS,14.0
RDU,VPS,3.0
RDU,FSD,1.0
RDU,HSV,2.0
RDU,TLH,2.0
RDU,CLL,1.0
RDU,RDM,1.0
RDU,PBI,2957.0
RDU,ABE,1.0
RDU,AVL,114.0
RDU,CHA,6.0
RDU,DAB,1.0
RDU,FAY,138.0
RDU,GSO,685.0
RDU,GSP,158.0
RDU,ORF,194.0
RDU,TYS,35.0
RDU,ABQ,69.0
RDU,BGR,1.0
RDU,BTV,1.0
RDU,ISP,3126.0
RDU,ITH,3.0
RDU,MSN,26.0
RDU,PWM,2318.0
RDU,RIC,213.0
RDU,ROC,24.0
RDU,SWF,1.0
RDU,BZN,1.0
RDU,SBN,14.0
RDU,AGS,12.0
RDU,CHO,38.0
RDU,CRW,5.0
RDU,DAY,3.0
RDU,EVV,1.0
RDU,EWN,36.0
RDU,FWA,1.0
RDU,GNV,1.0
RDU,LAN,1.0
RDU,LNK,1.0
RDU,LWB,3.0
RDU,MGM,1.0
RDU,OAJ,43.0
RDU,PGV,20.0
RDU,SGF,1.0
RDU,SRQ,2.0
RDU,TRI,6.0
RDU,TTN,5363.0
RDU,XNA,3.0
RDU,FLO,7.0
RDU,CKB,1.0
RDU,LYH,4.0
RDU,SBY,1.0
RDU,SHD,1.0
RDU,MHK,1.0
RNO,RSW,1.0
RNO,SAN,17345.0
RNO,SDF,48.0
RNO,SEA,19108.0
RNO,SFO,18238.0
RNO,SJC,18892.0
RNO,SLC,28471.0
RNO,SMF,559.0
RNO,SNA,387.0
RNO,STL,114.0
RNO,TPA,31.0
RNO,TUL,27.0
RNO,TUS,109.0
RNO,EUG,6.0
RNO,MRY,11.0
RNO,MSO,2.0
RNO,RDD,3.0
RNO,RDM,9.0
RNO,PBI,1.0
RNO,GSO,1.0
RNO,ORF,2.0
RNO,ABQ,109.0
RNO,BTV,1.0
RNO,BZN,6.0
RNO,PSC,2.0
RNO,HDN,1.0
RNO,IDA,1.0
RNO,SBP,6.0
RNO,SBA,3.0
RNO,JLN,1.0
RNO,TWF,1.0
RNO,BFL,1.0
RNO,STS,4.0
RNO,ACV,1.0
RNO,MMH,11.0
RNO,EKO,4.0
ROW,SAF,3.0
ROW,TUS,2.0
ROW,ABQ,18.0
RSW,SAN,138.0
RSW,SDF,82.0
RSW,SEA,3.0
RSW,SFO,41.0
RSW,SJC,31.0
RSW,SLC,937.0
RSW,SNA,24.0
RSW,STL,18266.0
RSW,TPA,1783.0
RSW,TUL,7.0
RSW,TUS,1.0
RSW,VPS,6.0
RSW,HSV,1.0
RSW,TLH,12.0
RSW,EUG,13.0
RSW,PBI,641.0
RSW,MOB,2.0
RSW,AVL,1.0
RSW,CHA,3.0
RSW,DAB,40.0
RSW,GSO,2.0
RSW,GSP,21.0
RSW,LEX,1.0
RSW,ORF,4.0
RSW,TYS,4.0
RSW,ABQ,10.0
RSW,ART,1.0
RSW,CAK,1992.0
RSW,ISP,3685.0
RSW,MSN,1460.0
RSW,PWM,2041.0
RSW,RIC,1.0
RSW,ROC,145.0
RSW,ACY,16436.0
RSW,AEX,1.0
RSW,AGS,2.0
RSW,CRW,1.0
RSW,DAY,2.0
RSW,GNV,17.0
RSW,LWB,1.0
RSW,MLB,31.0
RSW,SRQ,374.0
RSW,TRI,1.0
RSW,TTN,6736.0
RSW,CWA,1.0
RSW,ERI,1.0
RSW,LBE,2034.0
SAF,SAN,4.0
SAF,SFO,4.0
SAF,SLC,6.0
SAF,SNA,1.0
SAF,STL,1.0
SAF,TUL,2.0
SAF,TUS,3.0
SAF,BIS,1.0
SAF,AVL,1.0
SAF,LEX,1.0
SAF,ABQ,293.0
SAF,MSN,1.0
SAF,ROC,1.0
SAF,HLN,2.0
SAF,TEX,1.0
SAF,ALS,1.0
SAF,TYR,1.0
SAF,CVN,1.0
SAN,SDF,95.0
SAN,SEA,126698.0
SAN,SFO,156146.0
SAN,SJC,130040.0
SAN,SLC,68971.0
SAN,SMF,125030.0
SAN,SNA,3222.0
SAN,STL,22492.0
SAN,TPA,5659.0
SAN,TUL,199.0
SAN,TUS,14433.0
SAN,MOT,1.0
SAN,HSV,1.0
SAN,EUG,527.0
SAN,MRY,4199.0
SAN,MSO,1.0
SAN,RDD,1.0
SAN,RDM,10.0
SAN,PBI,5.0
SAN,JAN,1.0
SAN,MOB,1.0
SAN,BMI,1.0
SAN,GSO,2.0
SAN,GSP,2.0
SAN,ORF,416.0
SAN,ABQ,18042.0
SAN,ISP,8.0
SAN,MSN,2.0
SAN,PWM,1.0
SAN,RIC,32.0
SAN,BZN,3.0
SAN,PSC,2.0
SAN,BLI,1917.0
SAN,HDN,416.0
SAN,AGS,1.0
SAN,RST,1.0
SAN,SBP,46.0
SAN,SGU,1.0
SAN,SCK,1320.0
SAN,SBA,162.0
SAN,PAE,7137.0
SAN,TWF,1.0
SAN,BFL,18.0
SAN,STS,4822.0
SAN,ACV,2.0
SAN,CEZ,1.0
SAN,MMH,1.0
SAN,PRC,1.0
SDF,SEA,70.0
SDF,SFO,67.0
SDF,SJC,10.0
SDF,SLC,22.0
SDF,SMF,26.0
SDF,SNA,33.0
SDF,STL,57.0
SDF,TPA,9254.0
SDF,TUL,10.0
SDF,TUS,2.0
SDF,VPS,2432.0
SDF,HSV,13.0
SDF,GRK,3.0
SDF,PBI,11.0
SDF,JAN,1.0
SDF,AVL,5.0
SDF,BMI,1.0
SDF,CHA,6.0
SDF,DAB,1.0
