source,target,weight
DEN,HRL,3519.0
DEN,ICT,20648.0
DEN,JAC,20771.0
DEN,JAX,23419.0
DEN,LAS,189812.0
DEN,LGB,4286.0
DEN,MCI,89743.0
DEN,MCO,117649.0
DEN,MDW,80511.0
DEN,MEM,25690.0
DEN,MFR,12919.0
DEN,MHT,63.0
DEN,MKE,53285.0
DEN,MSP,164587.0
DEN,MSY,65092.0
DEN,MTJ,10208.0
DEN,OAK,41100.0
DEN,ONT,48864.0
DEN,PDX,107197.0
DEN,PHX,212798.0
DEN,PNS,6010.0
DEN,PSP,22206.0
DEN,PUB,2073.0
DEN,RAP,16639.0
DEN,RDU,50457.0
DEN,RNO,44315.0
DEN,RSW,19141.0
DEN,SAF,7622.0
DEN,SAN,127293.0
DEN,SDF,18184.0
DEN,SEA,177576.0
DEN,SFO,170136.0
DEN,SJC,74302.0
DEN,SLC,145982.0
DEN,SMF,80779.0
DEN,SNA,88465.0
DEN,STL,81330.0
DEN,TPA,70971.0
DEN,TUL,34572.0
DEN,TUS,39415.0
DEN,VPS,194.0
DEN,BIS,12598.0
DEN,FSD,21923.0
DEN,ISN,7005.0
DEN,MOT,5939.0
DEN,HSV,9382.0
DEN,EUG,14607.0
DEN,MRY,4905.0
DEN,MSO,18927.0
DEN,RDM,10809.0
DEN,PBI,191.0
DEN,ACT,1.0
DEN,JAN,2523.0
DEN,LFT,2410.0
DEN,MOB,1.0
DEN,ABY,1.0
DEN,AVL,2810.0
DEN,BMI,2201.0
DEN,DAB,1.0
DEN,GSO,2.0
DEN,GSP,7266.0
DEN,ORF,13337.0
DEN,TYS,10763.0
DEN,BFF,3002.0
DEN,CDR,90.0
DEN,ABQ,49400.0
DEN,BGR,1.0
DEN,BTV,3111.0
DEN,CAK,1.0
DEN,ISP,59.0
DEN,MSN,26575.0
DEN,PWM,3281.0
DEN,RIC,10512.0
DEN,ROC,16.0
DEN,CID,22824.0
DEN,MLI,5297.0
DEN,BZN,29368.0
DEN,PSC,9212.0
DEN,GCK,2.0
DEN,HLN,4654.0
DEN,SBN,3.0
DEN,HDN,6580.0
DEN,LAR,3472.0
DEN,AEX,2.0
DEN,ASE,22932.0
DEN,ATW,2934.0
DEN,CHO,1.0
DEN,DAY,7663.0
DEN,GRB,2456.0
DEN,IDA,8505.0
DEN,LNK,7938.0
DEN,RST,1.0
DEN,SGF,9133.0
DEN,SRQ,83.0
DEN,TTN,48.0
DEN,XNA,10111.0
DEN,CWA,1.0
DEN,DLH,1.0
DEN,PIR,2320.0
DEN,BRO,36.0
DEN,SBP,8011.0
DEN,SGU,3463.0
DEN,GRI,2.0
DEN,GTF,6477.0
DEN,SBA,20469.0
DEN,COU,2616.0
DEN,COD,6192.0
DEN,DIK,4102.0
DEN,GCC,5148.0
DEN,JMS,1586.0
DEN,LBF,2819.0
DEN,PAE,6912.0
DEN,SPI,1.0
DEN,SUN,1914.0
DEN,TWF,9.0
DEN,BFL,6440.0
DEN,STS,2520.0
DEN,CYS,10.0
DEN,AIA,68.0
DEN,TEX,660.0
DEN,MHK,4.0
DEN,ALS,525.0
DEN,RIW,255.0
DEN,RKS,4301.0
DEN,VEL,2001.0
DEN,TYR,1750.0
DEN,ACV,1833.0
DEN,ATY,1247.0
DEN,BFM,2754.0
DEN,CDC,2.0
DEN,CEZ,372.0
DEN,DDC,452.0
DEN,DVL,1182.0
DEN,EAR,3411.0
DEN,HOB,359.0
DEN,HYS,2089.0
DEN,LBL,1152.0
DEN,MCK,155.0
DEN,MKG,1.0
DEN,MMH,645.0
DEN,OTH,398.0
DEN,PRC,2012.0
DEN,SHR,308.0
DEN,SLN,1292.0
DEN,TVF,1.0
DRO,EGE,1.0
DRO,ELP,4.0
DRO,FAT,1.0
DRO,FLG,10.0
DRO,GJT,30.0
DRO,GUC,4.0
DRO,JAC,2.0
DRO,LAS,11.0
DRO,MCO,1.0
DRO,MTJ,32.0
DRO,PDX,2.0
DRO,PHX,7701.0
DRO,PUB,1.0
DRO,RAP,1.0
DRO,RNO,1.0
DRO,ROW,3.0
DRO,SAF,6.0
DRO,SAN,1.0
DRO,SEA,1.0
DRO,SFO,1.0
DRO,SLC,47.0
DRO,SNA,1.0
DRO,TUS,5.0
DRO,MOT,1.0
DRO,HSV,1.0
DRO,ORF,1.0
DRO,ABQ,76.0
DRO,BZN,2.0
DRO,HDN,1.0
DRO,ASE,2.0
DRO,SGU,3.0
DRO,TEX,3.0
DRO,ALS,1.0
DRO,CEZ,7.0
DRO,HOB,3.0
DSM,FAR,3.0
DSM,GJT,1.0
DSM,GRR,3.0
DSM,ICT,10.0
DSM,LAS,14763.0
DSM,LGB,1.0
DSM,MCI,136.0
DSM,MCO,2112.0
DSM,MDW,62.0
DSM,MEM,2.0
DSM,MKE,29.0
DSM,MSP,17498.0
DSM,MSY,41.0
DSM,OAK,58.0
DSM,ONT,3.0
DSM,PDX,3.0
DSM,PHX,23604.0
DSM,PNS,1.0
DSM,RAP,10.0
DSM,RDU,19.0
DSM,RNO,3.0
DSM,SAN,67.0
DSM,SDF,3.0
DSM,SEA,5.0
DSM,SFO,5.0
DSM,SJC,30.0
DSM,SLC,4319.0
DSM,SMF,12.0
DSM,SNA,25.0
DSM,STL,14076.0
DSM,TPA,22.0
DSM,TUL,2.0
DSM,TUS,7.0
DSM,VPS,704.0
DSM,BIS,1.0
DSM,FSD,61.0
DSM,JAN,2.0
DSM,BMI,7.0
DSM,GSO,1.0
DSM,LEX,1.0
DSM,TYS,1.0
DSM,ABQ,1.0
DSM,CAK,1.0
DSM,MSN,22.0
DSM,PWM,31.0
DSM,CID,237.0
DSM,MLI,75.0
DSM,BZN,1.0
DSM,FNT,2.0
DSM,ATW,1.0
DSM,FWA,2.0
DSM,GRB,3.0
DSM,IDA,1.0
DSM,LNK,21.0
DSM,PIA,9.0
DSM,RST,8.0
DSM,SGF,9.0
DSM,SRQ,302.0
DSM,XNA,6.0
DSM,DLH,1.0
DSM,GRI,1.0
DSM,COU,2.0
DSM,SUX,9.0
DSM,BRD,1.0
DSM,LSE,1.0
DSM,DBQ,1.0
DSM,CYS,1.0
DSM,ALO,7.0
DSM,EAR,1.0
ECP,ELP,2.0
ECP,GPT,9.0
ECP,GRR,2.0
ECP,HRL,2.0
ECP,JAX,31.0
ECP,LAS,118.0
ECP,MCI,304.0
ECP,MCO,80.0
ECP,MDW,926.0
ECP,MEM,5.0
ECP,MHT,2.0
ECP,MKE,18.0
ECP,MSP,14.0
ECP,MSY,51.0
ECP,OAK,9.0
ECP,ONT,3.0
ECP,PDX,4.0
ECP,PHX,27.0
ECP,PNS,161.0
ECP,RDU,12.0
ECP,RSW,11.0
ECP,SAN,38.0
ECP,SDF,10.0
ECP,SEA,6.0
ECP,SFO,1.0
ECP,SJC,2.0
ECP,SLC,2.0
ECP,SMF,3.0
ECP,SNA,3.0
ECP,STL,5012.0
ECP,TPA,33.0
ECP,TUL,20.0
ECP,TUS,1.0
ECP,VPS,200.0
ECP,BQK,1.0
ECP,CSG,2.0
ECP,HSV,4.0
ECP,TLH,48.0
ECP,VLD,2.0
ECP,PBI,6.0
ECP,JAN,3.0
ECP,LFT,1.0
ECP,MOB,20.0
ECP,ABY,1.0
ECP,AVL,1.0
ECP,CHA,2.0
ECP,DAB,1.0
ECP,GSP,1.0
ECP,ORF,1.0
ECP,ABQ,5.0
ECP,ISP,2.0
ECP,ROC,6.0
ECP,DAY,1.0
ECP,DHN,25.0
ECP,EVV,1.0
ECP,GNV,4.0
ECP,MGM,8.0
ECP,MLB,2.0
ECP,SRQ,3.0
EGE,GJT,20.0
EGE,GUC,2.0
EGE,JAC,3.0
EGE,LAS,5.0
EGE,MEM,1.0
EGE,MTJ,10.0
EGE,PHX,579.0
EGE,PSP,1.0
EGE,RDU,1.0
EGE,SAN,2.0
EGE,SEA,2.0
EGE,SFO,743.0
EGE,SLC,97.0
EGE,ABQ,1.0
EGE,HDN,14.0
EGE,ASE,146.0
ELP,FAR,1.0
ELP,FAT,1.0
ELP,FLG,2.0
ELP,GEG,3.0
ELP,GJT,1.0
ELP,GRR,1.0
ELP,HRL,56.0
ELP,ICT,2.0
ELP,JAX,9.0
ELP,LAS,19755.0
ELP,LGB,1.0
ELP,MCI,128.0
ELP,MCO,427.0
ELP,MDW,254.0
ELP,MEM,44.0
ELP,MFE,5.0
ELP,MKE,10.0
ELP,MSP,34.0
ELP,MSY,188.0
ELP,MTJ,1.0
ELP,OAK,258.0
ELP,ONT,215.0
ELP,PDX,70.0
ELP,PHX,42852.0
ELP,PNS,3.0
ELP,PSP,3.0
ELP,RAP,1.0
ELP,RDU,22.0
ELP,RNO,12.0
ELP,ROW,15.0
ELP,SAF,22.0
ELP,SAN,11922.0
ELP,SDF,15.0
ELP,SEA,3372.0
ELP,SFO,116.0
ELP,SJC,1422.0
ELP,SLC,1470.0
ELP,SMF,205.0
ELP,SNA,56.0
ELP,STL,142.0
ELP,TPA,64.0
ELP,TUL,26.0
ELP,TUS,65.0
ELP,HSV,6.0
ELP,GRK,2.0
ELP,ABE,1.0
ELP,MOB,1.0
ELP,LEX,2.0
ELP,ORF,1.0
ELP,TYS,1.0
ELP,ABQ,367.0
ELP,PWM,1.0
ELP,RIC,2.0
ELP,PSC,1.0
ELP,ASE,1.0
ELP,DAY,1.0
ELP,XNA,1.0
ELP,BRO,1.0
ELP,SGU,1.0
ELP,SBA,1.0
ELP,BPT,1.0
ELP,HOB,1.0
FAR,GEG,2.0
FAR,ICT,1.0
FAR,LAS,4570.0
FAR,MCI,2.0
FAR,MCO,1.0
FAR,MEM,1.0
FAR,MKE,3.0
FAR,MSP,31024.0
FAR,PDX,4.0
FAR,PHX,661.0
FAR,RAP,21.0
FAR,SAN,1.0
FAR,SEA,1.0
FAR,SLC,4.0
FAR,VPS,1.0
FAR,BIS,143.0
FAR,FSD,70.0
FAR,ISN,4.0
FAR,MOT,26.0
FAR,ABQ,1.0
FAR,MSN,1.0
FAR,BZN,8.0
FAR,CHO,1.0
FAR,EAU,1.0
FAR,IDA,1.0
FAR,LNK,2.0
FAR,PIA,1.0
FAR,RST,1.0
FAR,SGF,1.0
FAR,DLH,6.0
FAR,GFK,63.0
FAR,DIK,2.0
FAR,SUX,1.0
FAR,ABR,3.0
FAR,BJI,9.0
FAR,JMS,3.0
FAR,BRD,2.0
FAR,HIB,1.0
FAR,SPI,1.0
FAR,ALO,1.0
FAR,DVL,5.0
FAT,FLG,1.0
FAT,GEG,2.0
FAT,GJT,1.0
FAT,JAC,1.0
FAT,LAS,14065.0
FAT,LGB,1.0
FAT,MCI,2.0
FAT,MDW,1.0
FAT,MEM,1.0
FAT,MFR,6.0
FAT,MSP,1.0
FAT,OAK,41.0
FAT,ONT,37.0
FAT,PDX,8297.0
FAT,PHX,22928.0
FAT,PSP,14.0
FAT,RAP,1.0
FAT,RNO,58.0
FAT,SAN,11365.0
FAT,SDF,1.0
FAT,SEA,11824.0
FAT,SFO,10563.0
FAT,SJC,136.0
FAT,SLC,11293.0
FAT,SMF,262.0
FAT,SNA,65.0
FAT,STL,1.0
FAT,TUL,2.0
FAT,TUS,2.0
FAT,FSD,1.0
FAT,EUG,1.0
FAT,MRY,10.0
FAT,RDD,1.0
FAT,RDM,2.0
FAT,GSP,1.0
FAT,ABQ,5.0
FAT,BZN,2.0
FAT,SBP,41.0
FAT,SCK,1.0
FAT,SBA,20.0
FAT,BFL,22.0
FAT,STS,8.0
FAT,ACV,2.0
FAT,MMH,4.0
FLG,GJT,9.0
FLG,JAC,3.0
FLG,LAS,106.0
FLG,MEM,1.0
FLG,MFR,1.0
FLG,MTJ,4.0
FLG,PHX,15075.0
FLG,PSP,2.0
FLG,RNO,1.0
FLG,SAF,12.0
FLG,SAN,2.0
FLG,SFO,5.0
FLG,SJC,2.0
FLG,SLC,7.0
FLG,SMF,3.0
FLG,SNA,1.0
FLG,TUS,35.0
FLG,ABQ,18.0
FLG,SGU,5.0
FLG,COU,1.0
FLG,PRC,1.0
GEG,GJT,1.0
GEG,JAC,15.0
GEG,LAS,21672.0
GEG,LGB,72.0
GEG,MCI,42.0
GEG,MCO,83.0
GEG,MDW,109.0
GEG,MEM,17.0
GEG,MFR,9.0
GEG,MKE,3.0
GEG,MSP,22680.0
GEG,MSY,72.0
GEG,MTJ,1.0
GEG,OAK,14181.0
GEG,ONT,255.0
GEG,PDX,32002.0
GEG,PHX,24950.0
GEG,PSP,3.0
GEG,RAP,8.0
GEG,RDU,15.0
GEG,RNO,78.0
GEG,SAN,8458.0
GEG,SDF,1.0
GEG,SEA,119119.0
GEG,SFO,5555.0
GEG,SJC,6630.0
GEG,SLC,26199.0
GEG,SMF,9485.0
GEG,SNA,197.0
GEG,STL,90.0
GEG,TPA,83.0
GEG,TUL,69.0
GEG,TUS,42.0
GEG,VPS,1.0
GEG,MOT,1.0
GEG,EUG,4.0
GEG,MSO,92.0
GEG,RDM,10.0
GEG,ABQ,41.0
GEG,BZN,44.0
GEG,PSC,135.0
GEG,PUW,100.0
GEG,YKM,12.0
GEG,HLN,9.0
GEG,IDA,13.0
GEG,GTF,12.0
GEG,SBA,1.0
GEG,BTM,2.0
GEG,GCC,1.0
GEG,PAE,747.0
GEG,ALW,9.0
GEG,LWS,20.0
GEG,PIH,2.0
GEG,SUN,2.0
GEG,TWF,1.0
GEG,ACV,1.0
GEG,EAT,16.0
GJT,GUC,6.0
GJT,JAC,2.0
GJT,LAS,2776.0
GJT,MHT,1.0
GJT,MTJ,55.0
GJT,PHX,8593.0
GJT,PSP,1.0
GJT,RAP,4.0
GJT,RNO,1.0
GJT,SAF,2.0
GJT,SAN,1.0
GJT,SEA,1.0
GJT,SFO,6.0
GJT,SLC,8843.0
GJT,ISN,4.0
GJT,ABQ,11.0
GJT,BZN,2.0
GJT,HDN,2.0
GJT,ASE,78.0
GJT,SBP,1.0
GJT,SGU,10.0
GJT,COD,1.0
GJT,CYS,1.0
GJT,TEX,1.0
GJT,ALS,1.0
GJT,VEL,2.0
GPT,GRR,1.0
GPT,JAX,3.0
GPT,MCO,4.0
GPT,MEM,11.0
GPT,MSP,198.0
GPT,MSY,194.0
GPT,PDX,1.0
GPT,PHX,1.0
GPT,PNS,37.0
GPT,RSW,686.0
GPT,SAN,1.0
GPT,SLC,1.0
GPT,TPA,2.0
GPT,TUL,1.0
GPT,VPS,20.0
GPT,CSG,1.0
GPT,HSV,4.0
GPT,TLH,4.0
GPT,PBI,1.0
GPT,JAN,76.0
GPT,LCH,1.0
GPT,LFT,4.0
GPT,MLU,1.0
GPT,MOB,100.0
GPT,AVL,1.0
GPT,ORF,2.0
GPT,TYS,1.0
GPT,ABQ,1.0
GPT,FNT,1.0
GPT,AEX,8.0
GPT,CRW,1.0
GPT,DAY,1.0
GPT,DHN,2.0
GPT,GTR,2.0
GPT,MGM,2.0
GPT,PIB,5.0
GRR,JAX,578.0
GRR,LAS,5024.0
GRR,MCI,57.0
GRR,MCO,10614.0
GRR,MDW,19342.0
GRR,MEM,1.0
GRR,MHT,7.0
GRR,MKE,43.0
GRR,MSP,28312.0
GRR,MSY,563.0
GRR,OAK,16.0
GRR,ONT,2.0
GRR,PDX,27.0
GRR,PHX,4080.0
GRR,RAP,1.0
GRR,RDU,11.0
GRR,RSW,4793.0
GRR,SAN,61.0
GRR,SDF,3.0
GRR,SEA,11.0
GRR,SFO,31.0
GRR,SJC,31.0
GRR,SLC,5.0
GRR,SMF,10.0
GRR,SNA,3.0
GRR,STL,28.0
GRR,TPA,3649.0
GRR,TUL,1.0
GRR,TUS,3.0
GRR,VPS,1.0
GRR,FSD,1.0
GRR,HSV,1.0
GRR,MSO,1.0
GRR,PBI,1.0
GRR,AVL,1.0
GRR,BMI,4.0
GRR,GSO,2.0
GRR,GSP,1.0
GRR,LEX,1.0
GRR,ORF,7.0
GRR,TYS,1.0
GRR,ABQ,38.0
GRR,BGR,2.0
GRR,CAK,3.0
GRR,ISP,9.0
GRR,MSN,11.0
GRR,PWM,2.0
GRR,ROC,3.0
GRR,CID,1.0
GRR,MLI,5.0
GRR,SBN,51.0
GRR,CIU,1.0
GRR,FNT,27.0
GRR,MBS,15.0
GRR,PLN,9.0
GRR,ATW,3.0
GRR,CRW,1.0
GRR,DAY,12.0
GRR,EVV,1.0
GRR,FWA,21.0
GRR,GRB,5.0
GRR,LAN,94.0
GRR,PIA,1.0
GRR,SRQ,2376.0
GRR,XNA,1.0
GRR,CWA,3.0
GRR,DLH,1.0
GRR,ESC,1.0
GRR,LSE,1.0
GRR,TOL,2.0
GRR,APN,2.0
GRR,MKG,22.0
GRR,CMX,1.0
GUC,JAC,1.0
GUC,LAS,1.0
GUC,MTJ,38.0
GUC,SLC,2.0
GUC,ABQ,2.0
GUC,BZN,1.0
GUC,ASE,13.0
GUC,IDA,1.0
GUC,SGU,1.0
HRL,LAS,35.0
HRL,MCI,18.0
HRL,MCO,54.0
HRL,MDW,146.0
HRL,MEM,4.0
HRL,MFE,62.0
HRL,MSP,4068.0
HRL,MSY,140.0
HRL,OAK,18.0
HRL,PHX,45.0
HRL,RDU,6.0
HRL,SAN,3.0
HRL,SDF,1.0
HRL,SJC,2.0
HRL,SLC,2.0
HRL,SMF,16.0
HRL,SNA,4.0
HRL,STL,67.0
HRL,TPA,46.0
HRL,TUL,7.0
HRL,ABQ,13.0
HRL,BRO,38.0
ICT,LAS,10839.0
ICT,MCI,363.0
ICT,MCO,61.0
ICT,MDW,112.0
ICT,MEM,2.0
ICT,MHT,2.0
ICT,MKE,21.0
ICT,MSP,7861.0
ICT,MSY,9.0
ICT,OAK,26.0
ICT,ONT,3.0
ICT,PDX,4.0
ICT,PHX,8343.0
ICT,PNS,1.0
ICT,PUB,1.0
ICT,RAP,2.0
ICT,RDU,30.0
ICT,RNO,6.0
ICT,ROW,1.0
ICT,RSW,3.0
ICT,SAN,162.0
ICT,SEA,4604.0
ICT,SFO,67.0
ICT,SJC,32.0
ICT,SLC,6.0
ICT,SMF,21.0
ICT,SNA,23.0
ICT,STL,12806.0
ICT,TPA,58.0
ICT,TUL,87.0
ICT,TUS,19.0
ICT,VPS,879.0
ICT,BIS,3.0
ICT,FSD,5.0
ICT,MOT,1.0
ICT,HSV,2.0
ICT,FSM,1.0
ICT,LFT,6.0
ICT,MOB,1.0
ICT,GSO,2.0
ICT,TYS,2.0
ICT,ABQ,3.0
ICT,MSN,1.0
ICT,RIC,1.0
ICT,CID,3.0
ICT,MLI,2.0
ICT,GCK,4.0
ICT,LAW,2.0
ICT,AGS,1.0
ICT,ASE,1.0
ICT,LNK,6.0
ICT,SGF,14.0
ICT,XNA,5.0
ICT,GRI,2.0
ICT,COU,2.0
ICT,SUX,1.0
ICT,JLN,2.0
ICT,PIH,1.0
ICT,MHK,10.0
ICT,DDC,1.0
ICT,HYS,2.0
ICT,LBL,3.0
ICT,SLN,16.0
JAC,LAS,70.0
JAC,MCI,2.0
JAC,MCO,1.0
JAC,MKE,1.0
JAC,MSP,2151.0
JAC,MSY,1.0
JAC,MTJ,4.0
JAC,PDX,16.0
JAC,PHX,753.0
JAC,PSP,1.0
JAC,RAP,492.0
JAC,RNO,1.0
JAC,RSW,2.0
JAC,SAF,1.0
JAC,SAN,4.0
JAC,SEA,389.0
JAC,SFO,2520.0
JAC,SLC,22506.0
JAC,SMF,4.0
JAC,SNA,1.0
JAC,BIS,6.0
JAC,FSD,4.0
JAC,EUG,1.0
JAC,MSO,66.0
JAC,ABQ,13.0
JAC,BTV,13.0
JAC,BZN,901.0
JAC,PSC,1.0
JAC,HLN,11.0
JAC,HDN,3.0
JAC,LAR,2.0
JAC,ASE,5.0
JAC,IDA,96.0
JAC,GTF,11.0
JAC,BTM,2.0
JAC,COD,56.0
JAC,GCC,3.0
JAC,LWS,1.0
JAC,PIH,2.0
JAC,SUN,27.0
JAC,TWF,1.0
JAC,WYS,48.0
JAC,RIW,2.0
JAC,RKS,3.0
JAX,LAS,5802.0
JAX,MCI,313.0
JAX,MCO,1645.0
JAX,MDW,8706.0
JAX,MEM,8.0
JAX,MFE,2.0
JAX,MHT,28.0
JAX,MKE,109.0
JAX,MSP,6910.0
JAX,MSY,117.0
JAX,OAK,17.0
JAX,PDX,69.0
JAX,PHX,82.0
JAX,PNS,55.0
JAX,RDU,2519.0
JAX,RSW,196.0
JAX,SAN,56.0
JAX,SDF,31.0
JAX,SEA,3.0
JAX,SFO,2.0
JAX,SJC,16.0
JAX,SLC,28.0
JAX,SMF,20.0
JAX,SNA,15.0
JAX,STL,1203.0
JAX,TPA,761.0
JAX,TUL,13.0
JAX,TUS,2.0
JAX,VPS,23.0
JAX,BQK,64.0
JAX,CSG,1.0
JAX,TLH,105.0
JAX,VLD,22.0
JAX,PBI,218.0
JAX,JAN,2.0
JAX,MLU,2.0
JAX,MOB,11.0
JAX,ABY,6.0
JAX,AVL,11.0
JAX,CHA,8.0
JAX,DAB,90.0
JAX,FAY,2.0
JAX,GSO,5.0
JAX,GSP,20.0
JAX,LEX,1.0
JAX,ORF,2017.0
JAX,TYS,5.0
JAX,ABQ,15.0
JAX,BGR,2.0
JAX,ISP,34.0
JAX,ITH,5.0
JAX,MSN,2.0
JAX,PWM,21.0
JAX,RIC,56.0
JAX,ROC,6.0
JAX,CID,1.0
JAX,AGS,6.0
JAX,DAY,1.0
JAX,DHN,2.0
JAX,EVV,1.0
JAX,EWN,1.0
JAX,GNV,150.0
JAX,MGM,2.0
JAX,MLB,31.0
JAX,OAJ,1.0
JAX,SGF,1.0
JAX,SRQ,59.0
JAX,TRI,1.0
JAX,TTN,3701.0
JAX,BRO,1.0
JAX,BLV,1793.0
JAX,LCK,615.0
LAS,LGB,49130.0
LAS,MCI,44368.0
LAS,MCO,43770.0
LAS,MDW,79261.0
LAS,MEM,6046.0
LAS,MFE,10161.0
LAS,MFR,3197.0
LAS,MHT,56.0
LAS,MKE,30733.0
LAS,MSP,116802.0
LAS,MSY,27145.0
LAS,MTJ,6.0
LAS,OAK,115828.0
LAS,ONT,29473.0
LAS,PDX,97019.0
LAS,PHX,131893.0
LAS,PNS,37.0
LAS,PSP,211.0
LAS,RAP,3347.0
LAS,RDU,22273.0
LAS,RNO,79018.0
LAS,RSW,1276.0
LAS,SAF,9.0
LAS,SAN,127565.0
LAS,SDF,10848.0
LAS,SEA,176971.0
LAS,SFO,168852.0
LAS,SJC,94859.0
LAS,SLC,92792.0
LAS,SMF,83848.0
LAS,SNA,58233.0
LAS,STL,50184.0
LAS,TPA,38447.0
LAS,TUL,12266.0
LAS,TUS,24719.0
LAS,VPS,2.0
LAS,BIS,4283.0
LAS,FSD,5543.0
LAS,MOT,4492.0
LAS,HSV,3.0
LAS,EUG,3364.0
LAS,MRY,2804.0
LAS,MSO,2853.0
LAS,RDD,1.0
LAS,RDM,1099.0
LAS,PBI,9.0
LAS,FSM,1.0
LAS,JAN,1.0
LAS,LFT,1.0
LAS,CHA,1.0
LAS,FAY,1.0
LAS,GSO,1.0
LAS,GSP,1579.0
LAS,ORF,3309.0
LAS,TYS,3238.0
LAS,ABQ,31021.0
LAS,BTV,1.0
LAS,ISP,75.0
LAS,MSN,4751.0
LAS,PWM,13.0
LAS,RIC,92.0
LAS,ROC,22.0
LAS,CID,3461.0
LAS,MLI,2933.0
LAS,BZN,3032.0
LAS,PSC,3477.0
LAS,BLI,19783.0
LAS,HLN,1.0
LAS,SBN,2716.0
LAS,HDN,1.0
LAS,ASE,8.0
LAS,ATW,2714.0
LAS,DAY,3.0
LAS,EWN,1.0
LAS,IDA,2829.0
LAS,OAJ,1.0
LAS,PIA,3296.0
LAS,SGF,3295.0
LAS,SRQ,10.0
LAS,TTN,39.0
LAS,XNA,3228.0
LAS,DLH,1.0
LAS,PIR,1.0
LAS,SBP,8.0
LAS,SGU,89.0
LAS,BLV,1729.0
LAS,GFK,2733.0
LAS,GRI,2967.0
LAS,GTF,2957.0
LAS,RFD,2895.0
LAS,SCK,13962.0
LAS,SBA,22.0
LAS,BTM,1.0
LAS,COD,3.0
LAS,PAE,7410.0
LAS,LSE,1.0
LAS,LWS,1.0
LAS,PIH,1.0
LAS,SUN,1.0
LAS,BFL,8.0
LAS,STS,351.0
LAS,CYS,1.0
LAS,ACV,2.0
LAS,CDC,6.0
LAS,CEZ,1.0
LAS,PRC,4.0
LAS,EAT,1.0
LAS,EKO,2.0
LAS,PGA,2.0
LAS,SMX,4688.0
LGB,MCI,5.0
LGB,MCO,52.0
LGB,MDW,42.0
LGB,MKE,11.0
LGB,MSY,17.0
LGB,OAK,53374.0
LGB,ONT,154.0
LGB,PDX,9977.0
LGB,PHX,13688.0
LGB,PSP,13.0
LGB,RNO,8482.0
LGB,SAN,224.0
LGB,SEA,16260.0
LGB,SFO,16081.0
LGB,SJC,28443.0
LGB,SLC,48233.0
LGB,SMF,48654.0
LGB,SNA,537.0
LGB,STL,29.0
LGB,TPA,2.0
LGB,TUL,6.0
LGB,TUS,2.0
LGB,ABQ,13.0
LGB,BZN,1490.0
LGB,HDN,332.0
LGB,MGM,1.0
LGB,SBA,3.0
LGB,BFL,1.0
MCI,MCO,34382.0
MCI,MDW,52165.0
MCI,MEM,101.0
MCI,MFE,1.0
MCI,MHT,50.0
MCI,MKE,10200.0
MCI,MSP,38314.0
MCI,MSY,8027.0
MCI,OAK,7710.0
MCI,ONT,262.0
MCI,PDX,8518.0
MCI,PHX,47084.0
MCI,PNS,664.0
MCI,RAP,3.0
MCI,RDU,7238.0
MCI,RNO,131.0
MCI,RSW,3374.0
MCI,SAF,1.0
MCI,SAN,19774.0
MCI,SDF,154.0
MCI,SEA,26657.0
MCI,SFO,11021.0
MCI,SJC,582.0
MCI,SLC,19084.0
MCI,SMF,749.0
MCI,SNA,223.0
MCI,STL,25085.0
MCI,TPA,11736.0
MCI,TUL,115.0
MCI,TUS,74.0
MCI,VPS,1704.0
MCI,BIS,2.0
MCI,FSD,11.0
MCI,MOT,2.0
MCI,HSV,1.0
MCI,PBI,16.0
MCI,FSM,1.0
MCI,JAN,1.0
MCI,BMI,1.0
MCI,CHA,1.0
MCI,DAB,1.0
MCI,GSO,1.0
MCI,GSP,163.0
MCI,ORF,21.0
MCI,TYS,1.0
MCI,ABQ,6903.0
MCI,BTV,2.0
MCI,ISP,29.0
MCI,MSN,5.0
MCI,PWM,36.0
MCI,RIC,200.0
MCI,ROC,33.0
MCI,CID,22.0
MCI,MLI,9.0
MCI,BZN,1.0
MCI,PSC,10.0
MCI,GCK,4.0
MCI,ASE,1.0
MCI,ATW,2.0
MCI,DAY,4.0
MCI,LNK,21.0
MCI,PIA,6.0
MCI,RST,4.0
MCI,SGF,133.0
MCI,TRI,1.0
MCI,XNA,62.0
MCI,CWA,1.0
MCI,ESC,1.0
MCI,PIR,1.0
MCI,ERI,2.0
MCI,GRI,1.0
MCI,COU,39.0
MCI,SUX,3.0
MCI,BRD,1.0
MCI,DBQ,1.0
MCI,JLN,10.0
MCI,MHK,38.0
MCI,DEC,1.0
MCI,DDC,1.0
MCI,HYS,1.0
MCI,LBL,1.0
MCI,SLN,3.0
MCI,IRK,1.0
MCO,MDW,74009.0
MCO,MEM,14734.0
MCO,MFE,3.0
MCO,MHT,15709.0
MCO,MKE,38704.0
MCO,MSP,98701.0
MCO,MSY,47994.0
MCO,OAK,6301.0
MCO,ONT,10678.0
MCO,PDX,11160.0
MCO,PHX,45672.0
MCO,PNS,289.0
MCO,PSP,2.0
MCO,RDU,58608.0
MCO,RNO,79.0
MCO,RSW,2276.0
MCO,SAN,19745.0
MCO,SDF,12542.0
MCO,SEA,32648.0
MCO,SFO,36889.0
MCO,SJC,5547.0
MCO,SLC,42535.0
MCO,SMF,6168.0
MCO,SNA,19.0
MCO,STL,56347.0
MCO,TPA,6978.0
MCO,TUL,904.0
